col,word,df,tf
1422,community,19,20
1423,como,7,10
1424,companions,2,2
1425,company,4,4
1426,competition,6,6
1427,compl,2,2
1428,complaints,2,2
1429,complete,7,7
1430,completed,7,7
1431,completely,14,14
1432,complex,5,5
1433,complexcon,2,3
1434,composed,3,3
1435,composition,2,2
1436,con,22,23
1437,concept,4,4
1438,concert,206,238
1439,concerts,35,36
1440,concierto,3,3
1441,concurrent,2,2
1442,confidence,2,2
1443,confirmed,14,14
1444,confirming,8,8
1445,connect,5,5
1446,connection,2,2
1447,conocidos,2,2
1448,consecutive,29,30
1449,consistent,5,5
1450,consistently,2,2
1451,construction,3,3
1452,content,17,17
1453,context,3,3
1454,continents,4,4
1455,continue,3,3
1456,continued,12,12
1457,continues,4,4
1458,continuing,5,5
1459,continuous,2,2
1460,continuously,2,2
1461,contract,10,10
1462,contributed,3,3
1463,contribution,2,2
1464,controversy,5,5
1465,convenience,3,3
1466,cool,5,5
1467,coordinated,2,2
1468,copies,83,122
1469,cor,6,7
1470,core,5,5
1471,corner,3,3
1472,corporate,3,3
1473,corporation,2,2
1474,cortis,72,78
1475,cosmetic,2,2
1476,cosmetics,3,3
1477,cosmos,5,5
1478,count,2,2
1479,countdown,5,5
1480,counting,2,2
1481,countries,11,11
1482,county,3,4
1483,courage,2,2
1484,court,2,2
1485,cover,5,5
1486,coverage,38,39
1487,covered,49,49
1488,covering,7,7
1489,covers,5,5
1490,covid,2,2
1491,crazier,2,2
1492,crazy,15,17
1493,cream,3,3
1494,creator,2,2
1495,crescent,2,2
1496,crocs,4,4
1497,cross,13,13
1498,crossing,2,2
1499,crossover,10,10
1500,crown,2,2
1501,cruise,2,2
1502,crush,43,51
1503,crushbomb,7,7
1504,cry,3,3
1505,cs,2,2
1506,cu,11,14
1507,cuarta,6,6
1508,cultura,4,4
1509,cultural,12,12
1510,culture,18,19
1511,cumulative,17,17
1512,cup,8,10
1513,current,2,2
1514,customer,2,2
1515,customs,2,2
1516,cyberlove,3,3
1517,cycle,3,3
1518,cycles,2,2
1519,da,4,4
1520,daddy,3,3
1521,daegu,7,7
1522,daejeon,5,5
1523,daily,14,14
1524,dalla,5,10
1525,dan,5,5
1526,danbi,2,2
1527,dance,9,9
1528,dancing,2,2
1529,danielle,6,6
1530,danmee,4,4
1531,dantri,7,7
1532,dari,4,4
1533,data,5,5
1534,database,3,3
1535,date,16,16
1536,dated,6,6
1537,dates,25,25
1538,dating,3,3
1539,daum,4,4
1540,davichi,4,4
1541,david,3,3
1542,dawn,2,2
1543,day,72,76
1544,day2,2,2
1545,day3,2,2
1546,day6,54,57
1547,dayday,2,2
1548,days,34,36
1549,dazed,6,7
1550,dcard,2,2
1551,ddu,3,6
1552,de,43,67
1553,deadline,15,16
1554,deal,3,3
1555,deals,12,12
1556,dean,2,2
1557,dear,6,6
1558,debut,126,143
1559,debuted,21,22
1560,debuting,4,4
1561,dec,32,40
1562,decade,6,6
1563,decades,4,4
1564,december,9,9
1565,dedicated,37,37
1566,dejavu,2,2
1567,del,15,17
1568,demand,17,17
1569,demon,3,3
1570,demonstrating,5,5
1571,dentiste,2,2
1572,department,2,2
1573,departure,4,4
1574,descendants,5,5
1575,described,18,18
1576,describing,14,14
1577,despite,15,15
1578,destination,2,2
1579,destiny,9,9
1580,details,8,8
1581,detik,9,9
1582,detikcom,25,25
1583,detikhot,7,7
1584,detikpop,6,6
1585,dgb대구은행,2,2
1586,di,14,15
1587,diamond,2,2
1588,dianyingjie,2,2
1589,diario,3,3
1590,diary,3,3
1591,die,2,2
1592,different,4,4
1593,digital,39,43
1594,dinh,2,2
1595,dior,5,5
1596,diplomatic,3,3
1597,direct,10,10
1598,directing,2,2
1599,directly,3,3
1600,dirty,2,2
1601,disappointment,2,2
1602,disaster,3,3
1603,disbandment,4,4
1604,disc,7,7
1605,discography,8,8
1606,discord,8,8
1607,discussed,3,3
1608,discussing,4,4
1609,discussion,4,4
1610,disney,3,4
1611,display,2,2
1612,dispute,2,2
1613,distinct,4,4
1614,distinctive,2,2
1615,distributed,2,2
1616,distribution,5,5
1617,district,3,3
1618,ditto,3,3
1619,dive,12,12
1620,dj,17,19
1621,dk,11,11
1622,dle,10,10
1623,dna,2,2
1624,documentary,5,5
1625,documented,3,3
1626,documents,3,3
1627,dolby,2,2
1628,dolce,2,2
1629,domain,7,9
1630,dome,71,79
1631,domestic,9,9
1632,domestically,4,4
1633,dominance,2,2
1634,dominate,10,11
1635,dominated,2,2
1636,dominating,2,2
1637,don,16,16
1638,donated,49,52
1639,donation,4,5
1640,donations,6,7
1641,done,2,2
1642,dong,3,3
1643,donor,2,2
1644,door,3,3
1645,douban,3,3
1646,double,5,5
1647,doubt,3,3
1648,downloads,12,15
1649,dr,9,9
1650,dragon,19,24
1651,drama,21,23
1652,draw,5,5
1653,drawing,13,13
1654,dream,53,66
1655,dreamer,2,2
1656,dreaming,3,3
1657,dreams,3,3
1658,drew,43,50
1659,drip,10,10
1660,drive,7,7
1661,driven,5,5
1662,driver,2,2
1663,drop,2,2
1664,drove,2,2
1665,drx,2,2
1666,du,6,10
1667,dua,2,2
1668,dubbed,3,3
1669,due,8,8
1670,duet,6,6
1671,dui,2,2
1672,dumhdurum,2,2
1673,dun,2,4
1674,dunia,2,2
1675,duo,5,5
1676,duty,5,6
1677,dvd,4,4
1678,dvd로,2,2
1679,dye,2,2
1680,dynamicduo,4,4
1681,dynamite,5,5
1682,d가,4,4
1683,earlier,8,8
1684,early,8,8
1685,earned,12,12
1686,earning,4,4
1687,earthquake,3,3
1688,east,4,4
1689,easy,15,15
1690,eat,3,3
1691,eclipse,2,2
1692,economic,4,4
1693,economy,2,2
1694,ecosystem,3,3
1695,edition,11,11
1696,effect,2,2
1697,eight,5,5
1698,el,20,26
1699,elegant,2,2
1700,eleven,7,7
1701,elf,2,2
1702,elsword,3,3
1703,ema,2,2
1704,emerging,4,4
1705,emotive,2,2
1706,empathy,4,4
1707,empire,2,2
1708,emptiness,2,2
1709,en,29,42
1710,ena,6,6
1711,encore,11,11
1712,encyclopedia,6,6
1713,end,17,18
1714,ended,2,2
1715,endorsement,4,5
1716,endorsements,5,5
1717,energetic,3,3
1718,eng,2,2
1719,engagement,17,17
1720,english,3,3
1721,enhypen,4,4
1722,enka,8,9
1723,enlistment,5,5
1724,enm,5,5
1725,ennes,2,2
1726,enrollment,3,3
1727,ent,4,4
1728,entered,2,2
1729,entertainment,66,72
1730,enthusiastic,2,2
1731,entire,3,3
1732,entirely,5,5
1733,entre,3,3
1734,entries,6,6
1735,entry,20,22
1736,ep,110,120
1737,epik,10,10
1738,epikase,2,2
1739,episode,7,7
1740,eplus,4,4
1741,epoch,3,3
1742,eps,3,3
1743,equal,2,2
1744,equivalent,3,3
1745,era,8,8
1746,es,3,3
1747,espa,2,2
1748,espectador,2,2
1749,esports,2,2
1750,essentialism,2,2
1751,est,2,2
1752,established,4,4
1753,estadio,5,5
1754,estadios,2,2
1755,este,4,4
1756,estimated,12,12
1757,et,2,2
1758,eta,3,3
1759,etc,3,3
1760,ettoday,50,53
1761,etude,3,3
1762,eun,5,5
1763,eunbi,8,9
1764,europe,15,16
1765,european,4,4
1766,eve,13,13
1767,even,9,9
1768,event,23,24
1769,events,11,12
1770,ever,47,48
1771,every,5,6
1772,everything,9,9
1773,evidence,13,13
1774,exactly,2,2
1775,exc,3,3
1776,exceed,4,4
1777,exceeding,2,2
1778,exchange,3,3
1779,excl,4,5
1780,excluded,2,2
1781,exclusive,20,20
1782,executive,2,2
1783,exhibition,4,4
1784,exhorizon,4,4
1785,exid,2,2
1786,exist,2,2
1787,exists,2,2
1788,exo,76,107
1789,expanded,3,3
1790,expanding,4,4
1791,expansion,2,2
1792,expected,3,3
1793,expedition,2,2
1794,experience,2,2
1795,explained,2,2
1796,explicitly,7,7
1797,expo,4,4
1798,export,2,2
1799,expressed,2,2
1800,extended,4,4
1801,extending,3,3
1802,extensive,7,7
1803,extra,3,3
1804,eyes,7,7
1805,eyewear,2,2
1806,e스포츠,2,2
1807,face,7,7
1808,facing,5,5
1809,factor,2,2
1810,factory,7,7
1811,fairy,2,2
1812,fall,6,6
1813,fallen,2,2
1814,falling,2,2
1815,fam,2,6
1816,fame,4,4
1817,families,2,2
1818,family,8,8
1819,fan,229,287
1820,fanbase,17,17
1821,fanclub,15,16
1822,fandom,44,48
1823,fandoms,4,4
1824,fangod,9,9
1825,fanmeeting,9,9
1826,fannstar,3,3
1827,fans,85,93
1828,fansign,2,2
1829,fanta,2,2
1830,fantasia,2,3
1831,fantasy,11,12
1832,far,3,3
1833,farewell,2,2
1834,farm,2,2
1835,fashion,17,19
1836,fashionsnap,2,2
1837,fast,5,5
1838,fastest,8,9
1839,fate,9,9
1840,favorite,2,2
1841,fc,8,8
1842,fearless,5,5
1843,fearnot,10,11
1844,feat,12,12
1845,feature,10,10
1846,featured,11,11
1847,featuring,11,11
1848,feb,41,45
1849,february,12,12
1850,fechas,2,2
1851,fee,3,3
1852,feeds,4,4
1853,feel,12,12
1854,feels,4,4
1855,fellow,3,3
1856,fellowship,3,3
1857,female,23,24
1858,fendi,9,9
1859,fest,3,3
1860,festival,41,44
1861,field,2,4
1862,fifa,10,10
1863,fifth,4,4
1864,figures,2,2
1865,fila,3,3
1866,film,14,14
1867,fin,5,5
1868,final,11,11
1869,finale,6,6
1870,finance,5,5
1871,financial,2,2
1872,find,3,3
1873,fine,2,2
1874,fino,3,3
1875,fire,4,4
1876,five,18,18
1877,flagged,2,2
1878,flame,2,2
1879,flash,5,5
1880,flood,3,3
1881,flover,2,2
1882,flower,11,12
1883,flowering,2,2
1884,flowers,3,3
1885,fly,2,2
1886,flying,3,3
1887,fm,4,4
1888,fm4u,5,5
1889,fml,5,5
1890,fnc,3,4
1891,fnc엔터테인먼트,4,4
1892,focus,3,3
1893,focused,4,4
1894,follow,4,4
1895,followed,4,4
1896,followers,2,2
1897,following,19,19
1898,fong,2,2
1899,food,6,6
1900,footage,2,2
1901,football,3,3
1902,forbes,9,10
1903,foreign,12,13
1904,forever,19,19
1905,forget,2,2
1906,form,4,4
1907,formal,4,4
1908,format,3,3
1909,former,5,5
1910,formula,2,2
1911,found,2,2
1912,foundation,9,10
1913,founded,5,5
1914,founding,2,2
1915,four,16,16
1916,fourever,20,20
1917,fps,4,4
1918,fr,7,7
1919,framed,6,6
1920,framing,7,7
1921,france,12,12
1922,free,12,13
1923,frequent,2,2
1924,fresh,2,2
1925,friend,6,6
1926,friendly,4,4
1927,friends,12,12
1928,fromis,15,15
1929,frontier,6,6
1930,ftisland,23,26
1931,ft아일랜드,29,29
1932,fukuoka,6,7
1933,full,18,18
1934,fully,3,3
1935,fun,4,4
1936,fund,6,7
1937,funded,4,4
1938,funding,2,2
1939,fundraising,2,2
1940,further,4,4
1941,future,8,9
1942,fw,4,5
1943,fw25,2,2
1944,g20,2,2
1945,g5,3,3
1946,g9,2,2
1947,gabbana,2,2
1948,gain,2,2
1949,gak,2,2
1950,galaxy,6,6
1951,gallery,3,3
1952,gallup,5,5
1953,game,5,6
1954,gaming,2,2
1955,gang,3,3
1956,gangnam,10,11
1957,gaon,21,24
1958,gar,2,2
1959,garden,12,12
1960,gateway,2,2
1961,gave,2,2
1962,gayo,2,2
1963,gbk,2,2
1964,gd,4,4
1965,gdp,3,3
1966,gee,3,3
1967,gelato,2,2
1968,gen,11,14
1969,general,15,15
1970,generated,14,14
1971,generation,20,22
1972,generational,8,8
1973,generations,4,4
1974,genfest,2,2
1975,genre,5,6
1976,genres,3,3
1977,gentleman,2,2
1978,genuine,2,2
1979,gesture,2,2
1980,get,14,14
1981,gfriend,33,37
1982,ghost,2,2
1983,gi,3,3
1984,gian,2,2
1985,giants,2,2
1986,gift,3,3
1987,girbaud,2,3
1988,girl,54,57
1989,girlfriend,2,2
1990,girls,19,21
1991,give,2,2
1992,given,2,2
1993,givenchy,6,6
1994,giving,4,4
1995,glass,3,3
1996,glitter,3,3
1997,gllit,6,6
1998,global,71,83
1999,globally,6,6
2000,globe,3,3
2001,glory,3,3
2002,glow,7,7
2003,gnp,6,6
2004,go,41,49
2005,goal,2,2
2006,gocheok,3,3
2007,god,68,74
2008,goes,2,2
2009,gogo,3,3
2010,going,4,4
2011,gold,8,9
2012,golden,18,22
2013,golf,3,3
2014,golive,2,2
2015,gomez,2,2
2016,good,12,12
2017,goodbye,4,4
2018,goods,2,2
2019,goodwill,2,2
2020,google,2,2
2021,got,6,6
2022,got7,32,38
2023,gotta,7,7
2024,governors,2,2
2025,goyang,5,5
2026,gq,4,4
2027,gq코리아,4,4
2028,gracias,2,2
2029,graff,3,3
2030,grand,8,8
2031,grassroots,3,3
2032,greater,3,3
2033,greatest,3,3
2034,green,4,4
2035,greengreen,13,13
2036,greet,2,2
2037,greeting,2,2
2038,grossed,3,3
2039,grossing,4,4
2040,group,159,173
2041,groups,8,8
2042,grown,2,2
2043,growth,4,4
2044,grubu,2,2
2045,grupo,4,4
2046,gs25,2,2
2047,gucci,9,11
2048,guerrilla,2,2
2049,guess,10,10
2050,guest,5,5
2051,guinness,5,6
2052,guitar,3,3
2053,gummy,9,10
2054,gustas,2,2
2055,gwang,2,2
2056,gwangju,2,2
2057,gyeongsang,2,2
2058,gymnasium,15,15
2059,gymnastics,2,2
2060,g마켓,13,13
2061,h1ghr,3,3
2062,h2h,3,3
2063,ha,6,6
2064,haart,5,6
2065,hadir,2,2
2066,haerin,3,3
2067,hajimemashite,3,3
2068,hal,2,2
2069,half,5,5
2070,hall,23,23
2071,hallyu,6,6
2072,han,3,3
2073,hancinema,2,2
2074,handball,3,3
2075,haneda,6,7
2076,hanni,5,5
2077,hanoi,6,7
2078,hanteo,5,5
2079,hapjeong,2,2
2080,happiness,3,3
2081,happy,6,6
2082,hard,4,4
2083,hari,2,2
2084,harmony,6,7
2085,hashtag,2,2
2086,hate,2,2
2087,hater,2,2
2088,having,4,4
2089,head,6,6
2090,headline,11,11
2091,headlined,2,2
2092,headliners,2,2
2093,headlining,2,2
2094,headquarters,2,2
2095,heal,2,2
2096,health,6,6
2097,heart,17,19
2098,hearts,4,4
2099,hearts2hearts,45,46
2100,hearts2house,2,2
2101,heaven,6,6
2102,heavy,3,3
2103,held,51,52
2104,hello,17,17
2105,help,2,2
2106,helping,4,4
2107,heng,2,2
2108,here,11,12
2109,hereh,8,8
2110,heritage,2,2
2111,hero,26,28
2112,heroes,4,4
2113,hey,3,5
2114,hi,5,5
2115,hiatus,8,8
2116,high,24,24
2117,highest,21,22
2118,highly,2,2
2119,highway,2,2
2120,him,10,10
2121,hip,9,12
2122,historic,2,2
2123,history,15,15
2124,hit,34,36
2125,hits,8,8
2126,hk,9,9
2127,hk01,30,30
2128,hkd,3,4
2129,hkt48,3,3
2130,hk이노엔,6,6
2131,ho,9,9
2132,hold,4,4
2133,holders,3,3
2134,holding,2,2
2135,holds,9,9
2136,holic,6,6
2137,holics,5,5
2138,home,17,19
2139,homecoming,2,2
2140,hometown,3,3
2141,honey,2,2
2142,hong,21,24
2143,hongdae,3,3
2144,honor,2,2
2145,honorary,9,11
2146,hoon,4,4
2147,hop,7,10
2148,hope,14,14
2149,horizon,4,4
2150,hospital,3,3
2151,hosted,6,6
2152,hosts,9,9
2153,hot,44,46
2154,hot100,3,3
2155,hotel,8,8
2156,hour,31,35
2157,hours,11,11
2158,house,12,12
2159,households,2,2
2160,how,7,7
2161,howl,5,5
2162,hq,2,2
2163,hug,6,6
2164,huh,2,2
2165,hulu,3,3
2166,human,2,2
2167,hunters,2,2
2168,husband,2,2
2169,hwajeong,2,2
2170,hwan,2,2
2171,hwasa,2,2
2172,hybe,19,19
2173,hyde,2,2
2174,hyein,3,3
2175,hyogo,2,2
2176,hyori,3,4
2177,hype,4,4
2178,hypebeast,3,3
2179,hyper,3,3
2180,hyuk,2,2
2181,hyun,5,5
2182,hyundai,6,8
2183,hyunsik,2,2
2184,i30,4,4
2185,iab,6,7
2186,ice,13,13
2187,icm,3,3
2188,icon,3,3
2189,iconic,7,7
2190,icy,2,2
2191,id,6,6
2192,idea,3,3
2193,identity,6,6
2194,idn,11,11
2195,idol,12,12
2196,idols,2,2
2197,ifpi,7,7
2198,ii,11,11
2199,iii,6,6
2200,ikon,62,70
2201,ikonic,7,8
2202,illit,30,33
2203,illustrating,3,3
2204,ily,2,2
2205,im,16,17
2206,imbc,3,3
2207,imi,2,3
2208,immediately,5,5
2209,impact,6,6
2210,import,2,2
2211,importante,2,2
2212,im금융그룹,3,3
2213,im뱅크,8,8
2214,inb100,3,4
2215,inc,2,2
2216,incheon,14,15
2217,include,14,15
2218,includes,5,5
2219,income,5,6
2220,increase,2,2
2221,independence,2,2
2222,indexed,2,2
2223,india,4,4
2224,indicating,29,29
2225,indie,3,3
2226,individual,11,11
2227,individually,2,2
2228,indomie,3,3
2229,indonesia,28,29
2230,indonesian,4,5
2231,indoor,4,4
2232,indoposonline,2,2
2233,industria,2,2
2234,industry,18,18
2235,infobae,71,71
2236,information,2,2
2237,infoseek,2,2
2238,infrastructure,5,5
2239,ini,8,9
2240,initial,4,4
2241,ink,2,2
2242,inkigayo,4,4
2243,inkode,2,2
2244,inner,2,2
2245,inside,3,3
2246,inspector,2,2
2247,instagram,3,3
2248,instant,2,2
2249,instantly,4,4
2250,instinct,2,2
2251,institute,4,4
2252,integrantes,2,2
2253,intel,6,6
2254,inter,2,2
2255,interest,6,6
2256,international,29,30
2257,internationally,2,2
2258,internet,3,3
2259,interpark,3,3
2260,interview,5,5
2261,investment,2,2
2262,invitation,5,5
2263,involving,3,3
2264,iol,5,5
2265,ip,5,5
2266,irene,7,7
2267,iris,2,2
2268,island,3,3
2269,issues,2,2
2270,item,2,2
2271,items,3,3
2272,itunes,20,20
2273,itzy,65,79
2274,iu,33,45
2275,ive,44,56
2276,ivy,2,2
2277,iz,9,9
2278,i가,2,2
2279,ja,5,5
2280,jackson,3,3
2281,jadi,3,3
2282,jae,6,6
2283,jaefans,3,3
2284,jakarta,16,17
2285,jamsil,7,7
2286,jan,28,33
2287,jang,11,11
2288,jangchung,7,7
2289,jannabi,7,7
2290,january,16,17
2291,japan,223,273
2292,japanese,81,105
2293,jay,10,10
2294,jd1,2,2
2295,jealousy,3,3
2296,jeans,5,5
2297,jeju,2,2
2298,jennie,8,8
2299,jeong,3,3
2300,ji,6,6
2301,jigumi,2,2
2302,jim,4,4
2303,jimin,2,2
2304,jin,2,2
2305,jindo,2,3
2306,jinhwan,2,2
2307,jinro,3,5
2308,jisoo,4,4
2309,jiwoo,2,2
2310,jj,2,2
2311,jj프로젝트,2,2
2312,jk,2,2
2313,john,2,2
2314,joint,4,4
2315,jong,4,4
2316,jonghyun,2,2
2317,joong,8,8
2318,journey,3,3
2319,joy,5,5
2320,jp,74,79
2321,jpopnews,3,3
2322,jtbc,81,85
2323,juksy,5,5
2324,july,47,48
2325,jump,5,5
2326,jumping,3,3
2327,jun,13,13
2328,june,40,40
2329,jung,4,4
2330,junior,14,14
2331,just,25,25
2332,jwalkerz,5,5
2333,jx,4,5
2334,jxw,2,2
2335,jyj,6,7
2336,jyp,29,30
2337,jyp엔터테인먼트,14,14
2338,jyp와,2,2
2339,k1,2,2
2340,k3,2,2
2341,kai,6,6
2342,kakao,2,2
2343,kamp,3,3
2344,kanagawa,2,2
2345,kaohsiung,6,8
2346,kapanlagi,3,3
2347,kapook,3,3
2348,karina,4,4
2349,karma,5,5
2350,karol,2,2
2351,kazuha,3,3
2352,kb,5,5
2353,kbo,3,3
2354,kbri,2,3
2355,kbs,123,136
2356,kbs1,8,8
2357,kbs2,78,81
2358,kbs아레나,5,5
2359,kbs연예대상,2,2
2360,kbs홀,2,2
2361,kb국민은행,15,17
2362,kb국민카드,6,7
2363,kb스타뱅킹,2,2
2364,kclf,2,2
2365,kcon,17,20
2366,ke,2,2
2367,keep,4,4
2368,kenh14,13,13
2369,kenzo,3,3
2370,kfa,2,2
2371,kgc인삼공사,4,4
2372,kgma,3,3
2373,kg모빌리티,2,2
2374,kh,8,9
2375,khan,2,2
2376,khaosod,2,2
2377,khi,3,4
2378,kho,2,2
2379,ki,4,4
2380,kia,8,9
2381,kicked,5,5
2382,kids,50,56
2383,kill,6,7
2384,kim,28,31
2385,kimchi,2,2
2386,kind,3,3
2387,king,6,6
2388,kingdom,2,2
2389,kiss,3,3
2390,kit,2,2
2391,kits,2,2
2392,kitsch,3,4
2393,kkbox,5,5
2394,kkoti,8,8
2395,kktix,9,9
2396,klein,3,3
2397,km,2,2
2398,kmca,9,9
2399,kmtstar,4,4
2400,know,6,6
2401,known,2,2
2402,kobe,5,6
2403,kode,3,3
2404,komca,2,2
2405,kompas,14,14
2406,kong,20,23
2407,konser,5,6
2408,kookmin,2,2
2409,kopis,2,2
2410,korail,2,2
2411,korea,137,146
2412,koreain,4,4
2413,korean,106,114
2414,korepo,2,2
2415,korezin,16,16
2416,korseries,3,3
2417,kostcon,2,2
2418,kotra,2,2
2419,koz,5,5
2420,koz엔터테인먼트,2,2
2421,kpga,2,4
2422,kpop,26,27
2423,kpoplat,6,6
2424,kpopn,2,2
2425,kpopna,13,13
2426,kpopturk,2,2
2427,kq엔터테인먼트,3,3
2428,kr,3,3
2429,krw,11,13
2430,kspo,46,48
2431,kspo돔,37,39
2432,kst,2,2
2433,kstation,2,2
2434,kstyle,17,17
2435,kt,11,12
2436,ktx,5,5
2437,kuala,5,5
2438,kudago,2,2
2439,kumparan,2,2
2440,kunst,2,2
2441,kwangdong,2,2
2442,kwda,3,4
2443,kwon,11,11
2444,kyung,8,8
2445,k드라마,3,3
2446,k뷰티,2,2
2447,k월드드림어워즈,2,2
2448,k컬처,2,2
2449,k팝,327,340
2450,k팝스타,2,2
2451,k팝이란,2,2
2452,la,91,118
2453,lab,4,4
2454,label,11,13
2455,labeled,2,2
2456,labels,2,2
2457,lack,2,2
2458,lacoste,3,4
2459,lady,2,2
2460,lagu,2,2
2461,lala,2,2
2462,lalisa,4,4
2463,land,6,6
2464,language,22,22
2465,large,4,4
2466,largest,10,12
2467,las,9,10
2468,last,4,4
2469,late,2,2
2470,later,12,12
2471,latin,10,10
2472,launch,7,7
2473,launched,14,14
2474,launching,7,7
2475,laurent,3,3
2476,lay,2,2
2477,la타임스,2,3
2478,le,49,50
2479,lead,6,6
2480,leader,2,2
2481,leading,4,4
2482,least,2,2
2483,leave,2,2
2484,leaving,4,4
2485,led,7,7
2486,lee,32,33
2487,leg,7,9
2488,legacy,2,2
2489,legal,5,5
2490,legend,4,4
2491,legitimate,3,3
2492,legs,2,2
2493,lemino,4,4
2494,lemon,7,8
2495,lemonade,2,2
2496,lena,7,7
2497,lens,3,3
2498,let,9,9
2499,lethality,3,3
2500,leukemia,3,3
2501,level,3,3
2502,levi,4,4
2503,lg,13,13
2504,lg아트센터,2,2
2505,lg유플러스,7,8
2506,lg전자,18,18
2507,li,2,2
2508,licensed,2,2
2509,life,14,14
2510,lifestyle,5,5
2511,light,15,15
2512,lightstick,4,4
2513,lightsticks,2,2
2514,liiv,6,6
2515,like,41,44
2516,lil,2,3
2517,lim,8,8
2518,lima,2,2
2519,liminal,2,2
2520,limited,5,5
2521,line,17,17
2522,lines,9,9
2523,lineup,6,7
2524,linked,3,3
2525,lip,4,4
2526,liputan6,4,4
2527,lisa,13,13
2528,list,13,13
2529,listed,13,13
2530,listen,4,5
2531,listener,4,4
2532,listeners,7,7
2533,listing,2,2
2534,lists,2,2
2535,little,5,5
2536,live,101,103
2537,livestream,2,2
2538,livin,2,2
2539,liz,2,2
2540,ll,10,10
2541,lloud,4,5
2542,lngshot,6,6
2543,lo,4,4
2544,loboly,8,8
2545,local,20,20
2546,loewe,6,6
2547,logged,5,5
2548,logistics,2,2
2549,lollapalooza,4,6
2550,london,3,3
2551,long,9,10
2552,longest,3,4
2553,longevity,2,2
2554,look,2,2
2555,loona,3,3
2556,loop,18,20
2557,los,15,16
2558,lost,2,2
2559,lotte,7,7
2560,lottery,2,2
2561,loud,6,6
2562,louis,9,9
2563,lounge,2,2
2564,love,111,121
2565,lovely,2,2
2566,lover,2,2
2567,lovers,3,3
2568,loving,2,2
2569,low,4,5
2570,loyal,2,2
2571,loyalty,10,10
2572,lp,9,10
2573,lsior,3,3
2574,luar,3,3
2575,lucky,2,2
2576,lugar,2,2
2577,lululemon,2,2
2578,lumpur,5,5
2579,luna,5,5
2580,luv,7,7
2581,luxury,6,6
2582,lyn,7,7
2583,lyric,2,2
2584,lyrics,6,6
2585,l들,2,2
2586,macau,7,7
2587,mad,4,4
2588,made,18,20
2589,maeng,2,2
2590,magazine,14,14
2591,magic,2,2
2592,magnetic,13,13
2593,mail,11,11
2594,main,8,8
2595,mainstream,34,35
2596,maintains,8,8
2597,major,38,38
2598,make,3,3
2599,makeup,3,3
2600,making,9,9
2601,malay,9,9
2602,malaymail,2,2
2603,malaysia,7,9
2604,male,12,13
2605,malguem,2,2
2606,mama,39,40
2607,mamamoo,14,14
2608,mamba,3,3
2609,mamihlapinatapai,2,2
2610,man,10,11
2611,mang,2,2
2612,maniac,2,2
2613,manila,17,17
2614,manito,4,4
2615,map,4,5
2616,maps,3,3
2617,mar,10,11
2618,march,33,33
2619,marie,3,3
2620,marieclaire,2,2
2621,mark,12,13
2622,marked,10,10
2623,market,34,34
2624,markets,5,5
2625,marking,23,23
2626,marriage,2,2
2627,marsh,2,2
